Author_id,Count,Non_Lxi,CountN,CountNC,Behavior
222820,2,"['NC', 'NC']",0,2,['comment']
216797,4,"['N', 'NC', 'NC', 'N']",2,2,['both']
220167,8,"['N', 'NC', 'NC', 'NC', 'N', 'NC', 'NC', 'NC']",2,6,['both']
213573,1,['N'],1,0,['thread comment']
213350,1,['N'],1,0,['thread comment']
213161,23,"['N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",2,21,['both']
222769,1,['N'],1,0,['thread comment']
220058,2,"['N', 'NC']",1,1,['both']
218889,1,['N'],1,0,['thread comment']
220045,3,"['N', 'NC', 'NC']",1,2,['both']
211462,3,"['N', 'NC', 'NC']",1,2,['both']
213493,1,['N'],1,0,['thread comment']
220727,1,['N'],1,0,['thread comment']
220352,2,"['N', 'NC']",1,1,['both']
217729,1,['N'],1,0,['thread comment']
222426,2,"['N', 'NC']",1,1,['both']
216694,2,"['N', 'NC']",1,1,['both']
222491,1,['NC'],0,1,['comment']
222755,1,['N'],1,0,['thread comment']
216692,1,['N'],1,0,['thread comment']
222339,1,['N'],1,0,['thread comment']
221084,5,"['N', 'NC', 'NC', 'NC', 'N']",2,3,['both']
223023,1,['NC'],0,1,['comment']
219889,1,['N'],1,0,['thread comment']
219468,3,"['N', 'NC', 'NC']",1,2,['both']
222983,3,"['N', 'NC', 'NC']",1,2,['both']
219872,1,['N'],1,0,['thread comment']
211466,1,['N'],1,0,['thread comment']
219725,2,"['N', 'NC']",1,1,['both']
215824,8,"['N', 'NC', 'NC', 'NC', 'NC', 'NC', 'N', 'NC']",2,6,['both']
223069,24,"['NC', 'N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'N']",2,22,['both']
221521,1,['N'],1,0,['thread comment']
222065,1,['N'],1,0,['thread comment']
222474,3,"['N', 'NC', 'NC']",1,2,['both']
223102,1,['N'],1,0,['thread comment']
211540,1,['N'],1,0,['thread comment']
211522,6,"['N', 'NC', 'NC', 'N', 'N', 'N']",4,2,['both']
221766,3,"['N', 'NC', 'NC']",1,2,['both']
216328,1,['N'],1,0,['thread comment']
217921,1,['N'],1,0,['thread comment']
217915,2,"['N', 'NC']",1,1,['both']
217981,9,"['N', 'NC', 'N', 'NC', 'NC', 'NC', 'NC', 'N', 'NC']",3,6,['both']
211184,3,"['N', 'N', 'N']",3,0,['thread comment']
217927,1,['N'],1,0,['thread comment']
212365,1,['N'],1,0,['thread comment']
213846,1,['N'],1,0,['thread comment']
211741,1,['N'],1,0,['thread comment']
216016,1,['N'],1,0,['thread comment']
212876,3,"['N', 'NC', 'NC']",1,2,['both']
211432,4,"['NC', 'N', 'NC', 'NC']",1,3,['both']
223300,1,['N'],1,0,['thread comment']
217998,4,"['NC', 'N', 'NC', 'NC']",1,3,['both']
217937,1,['N'],1,0,['thread comment']
211421,5,"['N', 'NC', 'NC', 'N', 'NC']",2,3,['both']
211781,16,"['N', 'NC', 'NC', 'N', 'NC', 'NC', 'N', 'NC', 'N', 'NC', 'N', 'NC', 'NC', 'N', 'NC', 'NC']",6,10,['both']
212323,1,['NC'],0,1,['comment']
219983,1,['N'],1,0,['thread comment']
216514,6,"['N', 'NC', 'NC', 'NC', 'NC', 'NC']",1,5,['both']
211537,2,"['N', 'NC']",1,1,['both']
214241,2,"['N', 'NC']",1,1,['both']
212527,5,"['N', 'N', 'NC', 'NC', 'NC']",2,3,['both']
215337,3,"['N', 'NC', 'N']",2,1,['both']
220025,1,['N'],1,0,['thread comment']
216782,1,['N'],1,0,['thread comment']
213520,1,['N'],1,0,['thread comment']
212357,2,"['N', 'NC']",1,1,['both']
219654,1,['N'],1,0,['thread comment']
212033,1,['N'],1,0,['thread comment']
216784,1,['N'],1,0,['thread comment']
219250,1,['NC'],0,1,['comment']
216093,2,"['N', 'N']",2,0,['thread comment']
216970,2,"['N', 'NC']",1,1,['both']
223019,3,"['N', 'NC', 'N']",2,1,['both']
220382,3,"['N', 'NC', 'NC']",1,2,['both']
222113,1,['N'],1,0,['thread comment']
221794,1,['N'],1,0,['thread comment']
217030,1,['NC'],0,1,['comment']
220643,1,['N'],1,0,['thread comment']
219905,1,['N'],1,0,['thread comment']
218056,5,"['N', 'N', 'NC', 'NC', 'NC']",2,3,['both']
218713,1,['N'],1,0,['thread comment']
219517,2,"['N', 'N']",2,0,['thread comment']
217418,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
223719,5,"['N', 'NC', 'NC', 'NC', 'NC']",1,4,['both']
222395,1,['N'],1,0,['thread comment']
223732,1,['N'],1,0,['thread comment']
222076,1,['N'],1,0,['thread comment']
222844,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
217602,2,"['N', 'NC']",1,1,['both']
215866,1,['N'],1,0,['thread comment']
215267,1,['N'],1,0,['thread comment']
218372,1,['N'],1,0,['thread comment']
104584,1,['NC'],0,1,['comment']
221104,2,"['N', 'NC']",1,1,['both']
223763,2,"['N', 'NC']",1,1,['both']
217653,2,"['N', 'NC']",1,1,['both']
218878,1,['N'],1,0,['thread comment']
219965,2,"['N', 'NC']",1,1,['both']
213596,2,"['N', 'NC']",1,1,['both']
221889,1,['N'],1,0,['thread comment']
220959,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
219931,2,"['N', 'N']",2,0,['thread comment']
217050,1,['N'],1,0,['thread comment']
213816,3,"['N', 'NC', 'NC']",1,2,['both']
218264,1,['N'],1,0,['thread comment']
223727,3,"['N', 'NC', 'NC']",1,2,['both']
223663,1,['N'],1,0,['thread comment']
220524,2,"['N', 'N']",2,0,['thread comment']
219326,1,['N'],1,0,['thread comment']
213065,3,"['NC', 'NC', 'NC']",0,3,['comment']
219606,3,"['N', 'N', 'NC']",2,1,['both']
211491,1,['N'],1,0,['thread comment']
223072,1,['NC'],0,1,['comment']
219988,3,"['N', 'N', 'NC']",2,1,['both']
223231,2,"['NC', 'N']",1,1,['both']
215362,1,['N'],1,0,['thread comment']
217397,2,"['N', 'N']",2,0,['thread comment']
218900,1,['N'],1,0,['thread comment']
218876,1,['N'],1,0,['thread comment']
214477,1,['N'],1,0,['thread comment']
220044,1,['N'],1,0,['thread comment']
214599,2,"['N', 'NC']",1,1,['both']
211556,1,['N'],1,0,['thread comment']
223695,1,['N'],1,0,['thread comment']
216092,3,"['N', 'NC', 'NC']",1,2,['both']
219375,7,"['N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",1,6,['both']
215815,1,['N'],1,0,['thread comment']
218050,1,['N'],1,0,['thread comment']
217749,2,"['N', 'NC']",1,1,['both']
216085,3,"['N', 'N', 'N']",3,0,['thread comment']
220688,1,['N'],1,0,['thread comment']
213540,1,['N'],1,0,['thread comment']
218326,2,"['N', 'NC']",1,1,['both']
211517,2,"['N', 'NC']",1,1,['both']
218200,1,['N'],1,0,['thread comment']
217067,1,['N'],1,0,['thread comment']
224348,1,['N'],1,0,['thread comment']
216278,1,['NC'],0,1,['comment']
211460,1,['N'],1,0,['thread comment']
218399,1,['N'],1,0,['thread comment']
217589,1,['N'],1,0,['thread comment']
222023,4,"['NC', 'N', 'NC', 'NC']",1,3,['both']
214614,1,['N'],1,0,['thread comment']
217642,1,['N'],1,0,['thread comment']
211534,1,['N'],1,0,['thread comment']
145940,1,['N'],1,0,['thread comment']
217901,7,"['N', 'N', 'N', 'NC', 'NC', 'NC', 'NC']",3,4,['both']
216120,1,['N'],1,0,['thread comment']
211494,1,['N'],1,0,['thread comment']
211690,1,['N'],1,0,['thread comment']
211495,2,"['NC', 'N']",1,1,['both']
215021,1,['NC'],0,1,['comment']
219882,1,['N'],1,0,['thread comment']
211431,2,"['N', 'NC']",1,1,['both']
212559,2,"['N', 'N']",2,0,['thread comment']
216763,3,"['N', 'NC', 'NC']",1,2,['both']
216602,1,['N'],1,0,['thread comment']
217734,1,['N'],1,0,['thread comment']
219164,11,"['N', 'NC', 'NC', 'N', 'NC', 'NC', 'NC', 'NC', 'N', 'NC', 'N']",4,7,['both']
217742,1,['N'],1,0,['thread comment']
224199,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
219650,1,['N'],1,0,['thread comment']
213588,1,['N'],1,0,['thread comment']
216659,1,['N'],1,0,['thread comment']
214790,2,"['N', 'NC']",1,1,['both']
216144,2,"['N', 'NC']",1,1,['both']
221245,1,['NC'],0,1,['comment']
215468,1,['N'],1,0,['thread comment']
218048,1,['N'],1,0,['thread comment']
218165,4,"['N', 'NC', 'N', 'NC']",2,2,['both']
211552,1,['N'],1,0,['thread comment']
217575,1,['N'],1,0,['thread comment']
221033,1,['N'],1,0,['thread comment']
216370,6,"['N', 'NC', 'NC', 'NC', 'NC', 'NC']",1,5,['both']
220979,2,"['N', 'NC']",1,1,['both']
223281,2,"['NC', 'N']",1,1,['both']
223728,3,"['N', 'N', 'N']",3,0,['thread comment']
224286,1,['N'],1,0,['thread comment']
219709,1,['N'],1,0,['thread comment']
217498,7,"['N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",1,6,['both']
217501,3,"['N', 'NC', 'NC']",1,2,['both']
223970,1,['N'],1,0,['thread comment']
218249,2,"['NC', 'N']",1,1,['both']
214933,1,['N'],1,0,['thread comment']
217300,1,['N'],1,0,['thread comment']
221275,1,['N'],1,0,['thread comment']
216187,4,"['N', 'N', 'NC', 'N']",3,1,['both']
214665,2,"['N', 'NC']",1,1,['both']
219907,1,['N'],1,0,['thread comment']
218256,1,['N'],1,0,['thread comment']
220714,1,['N'],1,0,['thread comment']
218250,6,"['N', 'NC', 'NC', 'NC', 'N', 'NC']",2,4,['both']
222108,1,['N'],1,0,['thread comment']
222454,1,['N'],1,0,['thread comment']
216084,2,"['N', 'N']",2,0,['thread comment']
224320,7,"['N', 'NC', 'N', 'NC', 'NC', 'N', 'NC']",3,4,['both']
213202,1,['N'],1,0,['thread comment']
218178,1,['N'],1,0,['thread comment']
215499,3,"['N', 'NC', 'NC']",1,2,['both']
222843,11,"['N', 'NC', 'N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'N', 'N']",4,7,['both']
213570,2,"['N', 'NC']",1,1,['both']
221786,1,['N'],1,0,['thread comment']
220476,1,['N'],1,0,['thread comment']
211457,2,"['N', 'NC']",1,1,['both']
224437,2,"['NC', 'NC']",0,2,['comment']
222116,2,"['N', 'N']",2,0,['thread comment']
221878,1,['N'],1,0,['thread comment']
217440,1,['N'],1,0,['thread comment']
204844,1,['N'],1,0,['thread comment']
223080,2,"['N', 'N']",2,0,['thread comment']
213168,2,"['NC', 'NC']",0,2,['comment']
216172,1,['N'],1,0,['thread comment']
221266,1,['N'],1,0,['thread comment']
211492,1,['N'],1,0,['thread comment']
216843,1,['N'],1,0,['thread comment']
211512,1,['N'],1,0,['thread comment']
217992,1,['N'],1,0,['thread comment']
217122,6,"['NC', 'N', 'NC', 'NC', 'NC', 'N']",2,4,['both']
212392,1,['N'],1,0,['thread comment']
223649,2,"['NC', 'N']",1,1,['both']
212933,1,['N'],1,0,['thread comment']
214826,11,"['NC', 'NC', 'N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",1,10,['both']
222378,2,"['N', 'NC']",1,1,['both']
221587,2,"['N', 'N']",2,0,['thread comment']
212136,2,"['N', 'NC']",1,1,['both']
212798,6,"['N', 'NC', 'NC', 'NC', 'N', 'NC']",2,4,['both']
216882,7,"['N', 'NC', 'N', 'NC', 'NC', 'NC', 'NC']",2,5,['both']
220304,3,"['N', 'NC', 'NC']",1,2,['both']
213048,1,['N'],1,0,['thread comment']
216012,1,['N'],1,0,['thread comment']
219575,1,['N'],1,0,['thread comment']
223850,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
212551,1,['N'],1,0,['thread comment']
217530,1,['N'],1,0,['thread comment']
219336,3,"['N', 'NC', 'NC']",1,2,['both']
217234,2,"['N', 'NC']",1,1,['both']
212585,3,"['N', 'NC', 'NC']",1,2,['both']
221893,2,"['NC', 'N']",1,1,['both']
223553,2,"['N', 'NC']",1,1,['both']
218185,1,['N'],1,0,['thread comment']
216191,3,"['N', 'NC', 'NC']",1,2,['both']
222994,5,"['N', 'N', 'NC', 'NC', 'NC']",2,3,['both']
224524,1,['NC'],0,1,['comment']
214272,1,['N'],1,0,['thread comment']
221201,2,"['N', 'NC']",1,1,['both']
218776,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
224575,1,['N'],1,0,['thread comment']
214940,1,['N'],1,0,['thread comment']
224446,1,['N'],1,0,['thread comment']
224505,2,"['N', 'N']",2,0,['thread comment']
222400,1,['N'],1,0,['thread comment']
218770,1,['N'],1,0,['thread comment']
220582,1,['N'],1,0,['thread comment']
212690,1,['N'],1,0,['thread comment']
218184,1,['N'],1,0,['thread comment']
222970,1,['N'],1,0,['thread comment']
211448,2,"['N', 'N']",2,0,['thread comment']
207477,1,['N'],1,0,['thread comment']
218002,3,"['N', 'NC', 'NC']",1,2,['both']
222760,1,['N'],1,0,['thread comment']
216787,1,['N'],1,0,['thread comment']
217678,2,"['N', 'NC']",1,1,['both']
220261,1,['N'],1,0,['thread comment']
222118,1,['N'],1,0,['thread comment']
220470,1,['N'],1,0,['thread comment']
213112,5,"['N', 'NC', 'N', 'NC', 'NC']",2,3,['both']
220957,1,['N'],1,0,['thread comment']
220696,1,['N'],1,0,['thread comment']
221157,1,['N'],1,0,['thread comment']
213800,1,['NC'],0,1,['comment']
213884,1,['N'],1,0,['thread comment']
219451,2,"['N', 'NC']",1,1,['both']
217951,1,['N'],1,0,['thread comment']
213311,1,['N'],1,0,['thread comment']
221276,1,['N'],1,0,['thread comment']
211415,2,"['NC', 'NC']",0,2,['comment']
213644,1,['N'],1,0,['thread comment']
213399,2,"['N', 'NC']",1,1,['both']
224582,2,"['N', 'NC']",1,1,['both']
218379,2,"['N', 'N']",2,0,['thread comment']
219862,3,"['N', 'NC', 'NC']",1,2,['both']
214164,1,['N'],1,0,['thread comment']
222846,1,['N'],1,0,['thread comment']
215458,1,['N'],1,0,['thread comment']
221974,1,['N'],1,0,['thread comment']
218055,1,['N'],1,0,['thread comment']
213045,1,['N'],1,0,['thread comment']
218202,1,['N'],1,0,['thread comment']
222258,1,['N'],1,0,['thread comment']
211423,1,['N'],1,0,['thread comment']
219995,1,['N'],1,0,['thread comment']
220020,1,['N'],1,0,['thread comment']
220463,1,['N'],1,0,['thread comment']
219688,1,['N'],1,0,['thread comment']
213667,1,['N'],1,0,['thread comment']
219764,1,['N'],1,0,['thread comment']
219695,1,['N'],1,0,['thread comment']
220127,1,['N'],1,0,['thread comment']
217701,1,['N'],1,0,['thread comment']
110667,7,"['NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",0,7,['comment']
213105,1,['N'],1,0,['thread comment']
213328,1,['N'],1,0,['thread comment']
215508,1,['N'],1,0,['thread comment']
216622,4,"['N', 'N', 'NC', 'N']",3,1,['both']
224668,1,['N'],1,0,['thread comment']
218229,1,['N'],1,0,['thread comment']
222279,3,"['NC', 'N', 'N']",2,1,['both']
218197,1,['N'],1,0,['thread comment']
223388,1,['N'],1,0,['thread comment']
223385,1,['N'],1,0,['thread comment']
215295,1,['N'],1,0,['thread comment']
224794,1,['N'],1,0,['thread comment']
223707,1,['N'],1,0,['thread comment']
217612,1,['N'],1,0,['thread comment']
217618,1,['N'],1,0,['thread comment']
218401,1,['N'],1,0,['thread comment']
215147,2,"['N', 'N']",2,0,['thread comment']
211424,1,['N'],1,0,['thread comment']
221758,2,"['N', 'N']",2,0,['thread comment']
212367,1,['N'],1,0,['thread comment']
224474,1,['N'],1,0,['thread comment']
212018,2,"['N', 'NC']",1,1,['both']
216035,1,['N'],1,0,['thread comment']
214630,3,"['N', 'NC', 'NC']",1,2,['both']
220537,1,['N'],1,0,['thread comment']
223051,1,['N'],1,0,['thread comment']
223882,2,"['N', 'NC']",1,1,['both']
218261,1,['N'],1,0,['thread comment']
214486,2,"['N', 'NC']",1,1,['both']
212968,1,['N'],1,0,['thread comment']
223444,1,['N'],1,0,['thread comment']
215955,1,['N'],1,0,['thread comment']
110636,4,"['NC', 'NC', 'NC', 'NC']",0,4,['comment']
216015,1,['N'],1,0,['thread comment']
219856,1,['N'],1,0,['thread comment']
215376,1,['N'],1,0,['thread comment']
216324,1,['N'],1,0,['thread comment']
224836,2,"['N', 'NC']",1,1,['both']
218907,1,['N'],1,0,['thread comment']
216750,1,['N'],1,0,['thread comment']
220657,2,"['N', 'NC']",1,1,['both']
221017,2,"['N', 'NC']",1,1,['both']
222949,1,['N'],1,0,['thread comment']
215191,2,"['N', 'NC']",1,1,['both']
222428,1,['N'],1,0,['thread comment']
217308,1,['N'],1,0,['thread comment']
212052,1,['N'],1,0,['thread comment']
224645,1,['N'],1,0,['thread comment']
211533,1,['N'],1,0,['thread comment']
221518,1,['N'],1,0,['thread comment']
223235,1,['N'],1,0,['thread comment']
221527,1,['N'],1,0,['thread comment']
221803,1,['N'],1,0,['thread comment']
221525,1,['N'],1,0,['thread comment']
212429,1,['N'],1,0,['thread comment']
224648,2,"['N', 'NC']",1,1,['both']
224886,1,['N'],1,0,['thread comment']
217477,1,['N'],1,0,['thread comment']
224851,1,['N'],1,0,['thread comment']
224755,1,['N'],1,0,['thread comment']
222280,2,"['N', 'NC']",1,1,['both']
219398,2,"['N', 'NC']",1,1,['both']
221520,1,['N'],1,0,['thread comment']
221522,1,['N'],1,0,['thread comment']
221519,1,['N'],1,0,['thread comment']
224734,1,['N'],1,0,['thread comment']
225175,1,['N'],1,0,['thread comment']
224685,1,['N'],1,0,['thread comment']
224702,2,"['N', 'N']",2,0,['thread comment']
218062,1,['N'],1,0,['thread comment']
222892,2,"['N', 'NC']",1,1,['both']
211733,1,['N'],1,0,['thread comment']
221062,1,['N'],1,0,['thread comment']
224680,1,['N'],1,0,['thread comment']
219711,1,['N'],1,0,['thread comment']
224148,1,['N'],1,0,['thread comment']
217869,1,['N'],1,0,['thread comment']
222260,1,['N'],1,0,['thread comment']
224671,1,['N'],1,0,['thread comment']
214318,7,"['N', 'NC', 'N', 'NC', 'NC', 'NC', 'NC']",2,5,['both']
222356,1,['N'],1,0,['thread comment']
215414,1,['N'],1,0,['thread comment']
224712,3,"['N', 'NC', 'NC']",1,2,['both']
215403,1,['N'],1,0,['thread comment']
215439,1,['N'],1,0,['thread comment']
220725,1,['N'],1,0,['thread comment']
215408,1,['N'],1,0,['thread comment']
216671,1,['N'],1,0,['thread comment']
225333,1,['N'],1,0,['thread comment']
220312,1,['N'],1,0,['thread comment']
214499,1,['N'],1,0,['thread comment']
216518,1,['N'],1,0,['thread comment']
222977,1,['N'],1,0,['thread comment']
220135,1,['N'],1,0,['thread comment']
215732,1,['N'],1,0,['thread comment']
219936,1,['N'],1,0,['thread comment']
216108,1,['N'],1,0,['thread comment']
225381,1,['N'],1,0,['thread comment']
220805,2,"['N', 'N']",2,0,['thread comment']
216893,1,['N'],1,0,['thread comment']
225269,1,['N'],1,0,['thread comment']
214928,1,['N'],1,0,['thread comment']
216547,1,['N'],1,0,['thread comment']
219286,1,['N'],1,0,['thread comment']
220424,1,['N'],1,0,['thread comment']
110639,7,"['NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",0,7,['comment']
219796,1,['N'],1,0,['thread comment']
213069,1,['N'],1,0,['thread comment']
223797,1,['N'],1,0,['thread comment']
211428,1,['N'],1,0,['thread comment']
223212,1,['N'],1,0,['thread comment']
223011,1,['NC'],0,1,['comment']
221277,1,['N'],1,0,['thread comment']
223535,1,['N'],1,0,['thread comment']
220459,1,['N'],1,0,['thread comment']
224417,1,['N'],1,0,['thread comment']
222976,2,"['N', 'N']",2,0,['thread comment']
215037,1,['N'],1,0,['thread comment']
212472,1,['N'],1,0,['thread comment']
219631,1,['N'],1,0,['thread comment']
221678,1,['N'],1,0,['thread comment']
225365,1,['N'],1,0,['thread comment']
174162,1,['NC'],0,1,['comment']
217097,1,['N'],1,0,['thread comment']
213944,1,['N'],1,0,['thread comment']
217971,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
219480,1,['N'],1,0,['thread comment']
224330,1,['N'],1,0,['thread comment']
222175,2,"['N', 'NC']",1,1,['both']
223632,1,['N'],1,0,['thread comment']
224743,1,['N'],1,0,['thread comment']
211669,1,['N'],1,0,['thread comment']
212806,1,['N'],1,0,['thread comment']
223205,2,"['NC', 'N']",1,1,['both']
218569,1,['N'],1,0,['thread comment']
218575,2,"['N', 'N']",2,0,['thread comment']
224216,1,['N'],1,0,['thread comment']
212591,1,['N'],1,0,['thread comment']
212562,1,['N'],1,0,['thread comment']
216423,1,['N'],1,0,['thread comment']
220366,1,['N'],1,0,['thread comment']
218060,2,"['N', 'N']",2,0,['thread comment']
216205,10,"['N', 'N', 'NC', 'NC', 'NC', 'N', 'N', 'NC', 'NC', 'NC']",4,6,['both']
225376,2,"['NC', 'N']",1,1,['both']
212816,1,['N'],1,0,['thread comment']
223392,2,"['N', 'NC']",1,1,['both']
211473,1,['N'],1,0,['thread comment']
225549,1,['N'],1,0,['thread comment']
218614,1,['N'],1,0,['thread comment']
218611,1,['N'],1,0,['thread comment']
218692,1,['N'],1,0,['thread comment']
225814,1,['N'],1,0,['thread comment']
223416,1,['NC'],0,1,['comment']
211459,1,['NC'],0,1,['comment']
224315,1,['N'],1,0,['thread comment']
225846,1,['N'],1,0,['thread comment']
222863,1,['N'],1,0,['thread comment']
216142,1,['N'],1,0,['thread comment']
217597,1,['N'],1,0,['thread comment']
216166,1,['N'],1,0,['thread comment']
219188,1,['N'],1,0,['thread comment']
223833,1,['N'],1,0,['thread comment']
211474,1,['N'],1,0,['thread comment']
221914,1,['N'],1,0,['thread comment']
213360,2,"['N', 'NC']",1,1,['both']
219402,1,['N'],1,0,['thread comment']
221897,1,['N'],1,0,['thread comment']
225023,1,['N'],1,0,['thread comment']
224054,1,['N'],1,0,['thread comment']
222720,1,['N'],1,0,['thread comment']
221267,1,['N'],1,0,['thread comment']
219503,1,['N'],1,0,['thread comment']
223945,3,"['N', 'NC', 'NC']",1,2,['both']
214200,3,"['N', 'NC', 'NC']",1,2,['both']
220342,1,['N'],1,0,['thread comment']
221856,1,['N'],1,0,['thread comment']
220872,1,['N'],1,0,['thread comment']
217987,2,"['NC', 'N']",1,1,['both']
219424,1,['N'],1,0,['thread comment']
178295,20,"['N', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']",1,19,['both']
219522,2,"['N', 'NC']",1,1,['both']
213188,4,"['N', 'NC', 'NC', 'NC']",1,3,['both']
224423,1,['N'],1,0,['thread comment']
222749,1,['N'],1,0,['thread comment']
216176,1,['N'],1,0,['thread comment']
218018,1,['N'],1,0,['thread comment']
213450,1,['NC'],0,1,['comment']
225994,1,['N'],1,0,['thread comment']
219842,1,['N'],1,0,['thread comment']
220236,1,['N'],1,0,['thread comment']
219232,1,['N'],1,0,['thread comment']
219505,1,['N'],1,0,['thread comment']
223891,2,"['N', 'NC']",1,1,['both']
225979,1,['N'],1,0,['thread comment']
217419,1,['N'],1,0,['thread comment']
216174,1,['NC'],0,1,['comment']
226091,4,"['N', 'NC', 'NC', 'N']",2,2,['both']
219718,1,['N'],1,0,['thread comment']
